ds,y
2013-03-10,101847
2013-03-11,60972
2013-03-12,49845
2013-03-13,53298
2013-03-14,51700
2013-03-15,58585
2013-03-16,97894
2013-03-17,31553
2013-03-18,36201
2013-03-19,120181
2013-03-20,84165
2013-03-21,91696
2013-03-22,93059
2013-03-23,74477
2013-03-24,59275
2013-03-25,94098
2013-03-26,84117
2013-03-27,84465
2013-03-28,88677
2013-03-29,87371
2013-03-30,64400
2013-03-31,72590
2013-04-01,72290
2013-04-02,88319
2013-04-03,91300
2013-04-04,89685
2013-04-05,86980
2013-04-06,104007
2013-04-07,87275
2013-04-08,92919
2013-04-09,140982
2013-04-10,111378
2013-04-11,77408
2013-04-12,222995
2013-04-13,100250
2013-04-14,54096
2013-04-15,150100
2013-04-16,89497
2013-04-17,84242
2013-04-18,103497
2013-04-19,210619
2013-04-20,91162
2013-04-21,58420
2013-04-22,115291
2013-04-23,174173
2013-04-24,85793
2013-04-25,105507
2013-04-26,94131
2013-04-27,74851
2013-04-28,63595
2013-04-29,87105
2013-04-30,90075
2013-05-01,85211
2013-05-02,179872
2013-05-03,92250
2013-05-04,176130
2013-05-05,63804
2013-05-06,86682
2013-05-07,92101
2013-05-08,90104
2013-05-09,128416
2013-05-10,99776
2013-05-11,52496
2013-05-12,46110
2013-05-13,86515
2013-05-14,91484
2013-05-15,92334
2013-05-16,92107
2013-05-17,86036
2013-05-18,112122
2013-05-19,120080
2013-05-20,180976
2013-05-21,138453
2013-05-22,167875
2013-05-23,152199
2013-05-24,86506
2013-05-25,66775
2013-05-26,51576
2013-05-27,47207
2013-05-28,91766
2013-05-29,121082
2013-05-30,114183
2013-05-31,110005
2013-06-01,72545
2013-06-02,72473
2013-06-03,86735
2013-06-04,88972
2013-06-05,110133
2013-06-06,195410
2013-06-07,121360
2013-06-08,67975
2013-06-09,61029
2013-06-10,147542
2013-06-11,111220
2013-06-12,103535
2013-06-13,139085
2013-06-14,92567
2013-06-15,66871
2013-06-16,81991
2013-06-17,90719
2013-06-18,92900
2013-06-19,38153
2013-06-20,43868
2013-06-21,14531
2013-06-22,22423
2013-06-23,38638
2013-06-24,108784
2013-06-25,104500
2013-06-26,92408
2013-06-27,94136
2013-06-28,88023
2013-06-29,71112
2013-06-30,66937
2013-07-01,87714
2013-07-02,91166
2013-07-03,85164
2013-07-04,50356
2013-07-05,69150
2013-07-06,55512
2013-07-07,59882
2013-07-08,89697
2013-07-09,104576
2013-07-10,110185
2013-07-11,87530
2013-07-12,89661
2013-07-13,67032
2013-07-14,77449
2013-07-15,45425
2013-07-16,79930
2013-07-17,84570
2013-07-18,84425
2013-07-19,94970
2013-07-20,69781
2013-07-21,61746
2013-07-22,113865
2013-07-23,84405
2013-07-24,84087
2013-07-25,92818
2013-07-26,81614
2013-07-27,66757
2013-07-28,65820
2013-07-29,82830
2013-07-30,86739
2013-07-31,136151
2013-08-01,118021
2013-08-02,95841
2013-08-03,63069
2013-08-04,61328
2013-08-05,86110
2013-08-06,109600
2013-08-07,69741
2013-08-08,91092
2013-08-09,87970
2013-08-10,67978
2013-08-11,58849
2013-08-12,89032
2013-08-13,93151
2013-08-14,70796
2013-08-15,56210
2013-08-16,84003
2013-08-17,69471
2013-08-18,62237
2013-08-19,88257
2013-08-20,91782
2013-08-21,88297
2013-08-22,92767
2013-08-23,93126
2013-08-24,42727
2013-08-25,64979
2013-08-26,84043
2013-08-27,18972
2013-08-28,38545
2013-08-29,63247
2013-08-30,115037
2013-08-31,1321
2013-09-01,1712
2013-09-02,53637
2013-09-03,1462
2013-09-04,70067
2013-09-05,54318
2013-09-06,57090
2013-09-07,17331
2013-09-08,37779
2013-09-09,128138
2013-09-10,63195
2013-09-11,71634
2013-09-12,17652
2013-09-13,67463
2013-09-14,68420
2013-09-15,46871
2013-09-16,43499
2013-09-17,66667
2013-09-18,77737
2013-09-19,62243
2013-09-20,54638
2013-09-21,21146
2013-09-22,31499
2013-09-23,24324
2013-09-24,45905
2013-09-25,61857
2013-09-26,86679
2013-09-27,84531
2013-09-28,70059
2013-09-29,57041
2013-09-30,29001
2013-10-01,3969
2013-10-02,2697
2013-10-03,104606
2013-10-04,81494
2013-10-05,88905
2013-10-06,119370
2013-10-07,55357
2013-10-08,48371
2013-10-09,90305
2013-10-10,93963
2013-10-11,68304
2013-10-12,48257
2013-10-13,23723
2013-10-14,43799
2013-10-15,111309
2013-10-16,55965
2013-10-17,93137
2013-10-18,79482
2013-10-19,56258
2013-10-20,54410
2013-10-21,64749
2013-10-22,37468
2013-10-23,47005
2013-10-24,29914
2013-10-25,44790
2013-10-26,34118
2013-10-27,822
2013-11-06,74278
2013-11-07,72164
2013-11-08,88867
2013-11-09,66151
2013-11-10,53910
2013-11-11,73855
2013-11-12,88743
2013-11-13,91934
2013-11-14,85991
2013-11-15,108368
2013-11-16,107197
2013-11-17,52480
2013-11-18,67409
2013-11-19,88591
2013-11-20,95608
2013-11-21,100484
2013-11-22,95120
2013-11-23,66586
2013-11-24,53237
2013-11-25,68181
2013-11-26,81193
2013-11-27,90489
2013-11-28,48235
2013-11-29,63000
2013-11-30,64690
2013-12-01,60225
2013-12-02,175253
2013-12-03,221122
2013-12-04,148693
2013-12-05,78814
2013-12-06,87986
2013-12-07,58272
2013-12-08,76042
2013-12-09,68186
2013-12-10,90668
2013-12-11,71202
2013-12-12,86391
2013-12-13,93319
2013-12-14,70528
2013-12-15,54446
2013-12-16,79055
2013-12-17,82009
2013-12-18,81064
2013-12-19,87553
2013-12-20,81534
2013-12-21,60997
2013-12-22,44099
2013-12-23,76444
2013-12-24,67166
2013-12-25,48884
2013-12-26,72800
2013-12-27,70068
2013-12-28,72683
2013-12-29,47730
2013-12-30,79199
2013-12-31,69799
2014-01-01,36024
2014-01-02,72633
2014-01-03,119120
2014-01-04,56949
2014-01-05,37800
2014-01-06,52177
2014-01-07,66643
2014-01-08,75588
2014-01-09,86346
2014-01-10,89969
2014-01-11,65216
2014-01-12,47450
2014-01-13,81804
2014-01-14,102871
2014-01-15,99185
2014-01-16,108102
2014-01-17,91716
2014-01-18,61389
2014-01-19,53234
2014-01-20,64242
2014-01-21,79659
2014-01-22,89696
2014-01-23,72270
2014-01-24,99495
2014-01-25,74074
2014-01-26,50757
2014-01-27,63308
2014-01-28,75692
2014-01-29,82841
2014-01-30,62392
2014-01-31,87330
2014-02-01,68462
2014-02-02,50186
2014-02-03,80300
2014-02-04,85386
2014-02-05,83496
2014-02-06,86518
2014-02-07,89072
2014-02-08,66062
2014-02-09,54818
2014-02-10,81015
2014-02-11,81675
2014-02-12,83492
2014-02-13,85971
2014-02-14,92572
2014-02-15,60233
2014-02-16,53786
2014-02-17,59325
2014-02-18,85738
2014-02-19,87903
2014-02-20,66920
2014-02-21,46632
2014-02-22,52612
2014-02-23,50970
2014-02-24,77049
2014-02-25,82278
2014-02-26,80697
2014-02-27,83957
2014-02-28,88188
2014-03-01,65561
2014-03-02,53092
2014-03-03,81978
2014-03-04,57001
2014-03-05,86227
2014-03-06,89294
2014-03-07,90613
2014-03-08,77564
2014-03-09,61644
2014-03-10,84077
2014-03-11,87014
2014-03-12,88496
2014-03-13,90143
2014-03-14,89813
2014-03-15,70963
2014-03-16,57244
2014-03-17,79298
2014-03-18,83899
2014-03-19,81112
2014-03-20,88782
2014-03-21,88042
2014-03-22,68730
2014-03-23,54755
2014-03-24,80550
2014-03-25,86340
2014-03-26,90279
2014-03-27,85336
2014-03-28,91802
2014-03-29,72127
2014-03-30,59241
2014-03-31,82272
2014-04-01,83719
2014-04-02,82965
2014-04-03,81216
2014-04-04,69331
2014-04-05,70879
2014-04-06,56742
2014-04-07,86471
2014-04-08,91489
2014-04-09,91949
2014-04-10,94108
2014-04-11,94791
2014-04-12,71400
2014-04-13,58703
2014-04-14,85054
2014-04-15,90572
2014-04-16,85369
2014-04-17,88243
2014-04-18,89325
2014-04-19,64638
2014-04-20,52817
2014-04-21,101737
2014-04-22,89206
2014-04-23,88077
2014-04-24,91011
2014-04-25,93553
2014-04-26,49741
2014-04-27,46205
2014-04-28,83114
2014-04-29,22604
2014-05-04,58558
2014-05-05,87353
2014-05-06,72473
2014-05-07,90560
2014-05-08,217673
2014-05-09,96930
2014-05-10,83877
2014-05-11,69154
2014-05-12,148025
2014-05-13,93426
2014-05-14,93796
2014-05-15,95087
2014-05-16,95585
2014-05-17,76034
2014-05-18,65576
2014-05-19,180373
2014-05-20,168334
2014-05-21,90312
2014-05-22,91493
2014-05-23,89096
2014-05-24,62351
2014-05-25,52548
2014-05-26,50348
2014-05-27,85150
2014-05-28,90920
2014-05-29,92581
2014-05-30,93700
2014-05-31,76518
2014-06-01,73499
2014-06-02,110874
2014-06-03,75884
2014-06-04,71220
2014-06-05,94586
2014-06-06,120335
2014-06-07,129780
2014-06-08,77740
2014-06-09,86867
2014-06-10,36306
2014-06-11,32758
2014-06-12,18943
2014-06-13,22282
2014-06-14,19055
2014-06-15,27367
2014-06-16,5431
2014-06-17,6252
2014-06-18,25158
2014-06-19,30180
2014-06-20,27997
2014-06-21,10676
2014-06-22,5892
2014-06-23,32935
2014-06-24,13897
2014-06-25,17897
2014-06-26,28058
2014-06-27,13761
2014-06-28,22147
2014-06-29,12616
2014-06-30,5969
2014-07-01,48100
2014-07-02,68106
2014-07-03,41582
2014-07-04,50310
2014-07-05,55557
2014-07-06,65027
2014-07-07,94617
2014-07-08,85957
2014-07-09,94018
2014-07-10,94179
2014-07-11,136787
2014-07-12,110125
2014-07-13,62566
2014-07-14,81142
2014-07-15,92054
2014-07-16,92698
2014-07-17,94058
2014-07-18,93774
2014-07-19,71937
2014-07-20,63109
2014-07-21,88933
2014-07-22,91466
2014-07-23,93388
2014-07-24,1558
2014-07-25,109962
2014-07-26,70434
2014-07-27,40102
2014-07-30,70935
2014-07-31,96634
2014-08-01,94181
2014-08-02,7288
2014-08-03,48703
2014-08-04,94066
2014-08-05,94742
2014-08-06,111397
2014-08-07,46637
2014-08-08,1364
2015-06-11,2886
2015-06-12,10774
2015-06-13,5091
2015-06-14,2909
2015-06-19,4681
2015-06-20,4045
2015-06-22,5157
2015-06-24,66712
2015-06-25,44438
2015-06-26,84559
2015-06-27,68786
2015-06-28,76951
2015-06-29,132814
2015-06-30,93160
2015-07-01,82105
2015-07-02,86035
2015-07-03,64366
2015-07-04,68917
2015-07-05,58611
2015-07-06,226086
2015-07-07,84266
2015-07-08,87620
2015-07-09,89488
2015-07-10,87818
2015-07-11,71521
2015-07-12,56070
2015-07-13,84424
2015-07-14,83920
2015-07-15,87821
2015-07-16,181023
2015-07-17,96760
2015-07-18,72132
2015-07-19,64483
2015-07-20,83472
2015-07-21,86129
2015-07-22,86766
2015-07-23,86918
2015-07-24,123549
2015-07-25,41894
2015-07-26,52849
2015-07-27,81927
2015-07-28,107885
2015-07-29,77804
2015-07-30,86105
2015-07-31,91315
2015-08-01,57769
2015-08-02,55734
2015-08-03,84346
2015-08-04,85946
2015-08-05,91103
2015-08-06,120665
2015-08-07,99348
2015-08-08,73279
2015-08-09,83478
2015-08-10,86334
2015-08-11,85680
2015-08-12,91023
2015-08-13,92141
2015-08-14,90644
2015-08-15,71725
2015-08-16,93097
2015-08-17,84018
2015-08-18,175312
2015-08-19,207615
2015-08-20,91338
2015-08-21,89388
2015-08-22,98838
2015-08-23,63548
2015-08-24,85039
2015-08-25,87020
2015-08-26,92983
2015-08-27,92247
2015-08-28,98854
2015-08-29,57886
2015-08-30,66740
2015-08-31,96798
2015-09-01,43491
2015-09-02,144917
2015-09-03,122998
2015-09-04,91073
2015-09-05,77518
2015-09-06,82136
2015-09-07,58327
2015-09-08,100514
2015-09-09,101742
2015-09-10,134029
2015-09-11,87828
2015-09-12,52735
2015-09-13,56216
2015-09-14,84963
2015-09-15,91042
2015-09-16,85841
2015-09-17,197748
2015-09-18,129790
2015-09-19,74566
2015-09-20,61318
2015-09-21,76617
2015-09-22,72648
2015-09-23,135236
2015-09-24,198058
2015-09-25,65630
2015-09-26,42594
2015-09-27,52460
2015-09-28,89655
2015-09-29,73012
2015-09-30,81738
2015-10-01,70811
2015-10-02,73723
2015-10-03,64148
2015-10-04,57209
2015-10-05,75852
2015-10-06,70822
2015-10-07,94643
2015-10-08,129461
2015-10-09,55570
2015-10-10,44739
2015-10-11,39648
2015-10-12,104917
2015-10-13,87079
2015-10-14,46734
2015-10-15,83807
2015-10-16,31502
2015-10-17,26585
2015-10-18,35327
2015-10-19,62031
2015-10-20,50594
2015-10-21,78425
2015-10-22,75393
2015-10-23,46061
2015-10-27,51984
2015-10-28,147382
2015-10-29,74105
2015-10-30,52507
2015-10-31,62375
2015-11-01,29978
2015-11-02,46063
2015-11-03,56855
2015-11-04,58345
2015-11-05,56928
2015-11-06,51270
2015-11-07,36757
2015-11-08,29527
2015-11-09,45028
2015-11-10,47645
2015-11-11,71844
2015-11-12,58981
2015-11-13,43948
2015-11-14,42169
2015-11-15,36704
2015-11-16,65592
2015-11-17,123535
2015-11-18,85534
2015-11-19,47523
2015-11-20,47333
2015-11-21,40891
2015-11-22,32785
2015-11-23,44802
2015-11-24,46900
2015-11-25,44851
2015-11-26,44366
2015-11-27,35319
2015-11-28,39343
2015-11-29,33291
2015-11-30,72764
2015-12-01,74086
2015-12-02,62009
2015-12-03,45504
2015-12-04,50438
2015-12-05,39395
2015-12-06,49659
2015-12-07,44496
2015-12-08,68873
2015-12-09,52903
2015-12-10,63938
2015-12-11,53747
2015-12-12,52586
2015-12-13,52687
2015-12-14,91107
2015-12-15,70435
2015-12-16,135646
2015-12-17,54523
2015-12-18,49323
2015-12-19,41621
2015-12-20,39614
2015-12-21,48841
2015-12-22,49774
2015-12-23,98009
2015-12-24,36409
2015-12-25,31185
2015-12-26,39910
2015-12-27,42881
2015-12-28,56006
2015-12-29,68445
2015-12-30,54867
2015-12-31,92566
2016-01-01,34489
2016-01-02,41018
2016-01-03,28628
2016-01-04,81891
2016-01-05,61120
2016-01-06,68060
2016-01-07,102699
2016-01-08,99571
2016-01-09,46046
2016-01-10,34739
2016-01-11,67130
2016-01-12,47629
2016-01-13,51375
2016-01-14,79656
2016-01-15,61431
2016-01-16,51271
2016-01-17,34103
2016-01-18,43219
2016-01-19,45533
2016-01-20,97562
2016-01-21,113087
2016-01-22,58460
2016-01-23,46446
2016-01-24,58814
2016-01-25,104512
2016-01-26,49374
2016-01-27,53758
2016-01-28,65632
2016-01-29,82128
2016-01-30,32801
2016-01-31,38879
2016-02-01,102707
2016-02-02,71441
2016-02-03,66048
2016-02-04,75612
2016-02-05,119502
2016-02-06,85190
2016-02-07,68890
2016-02-08,117356
2016-02-09,83461
2016-02-10,60681
2016-02-11,65421
2016-02-12,69821
2016-02-13,54431
2016-02-14,52091
2016-02-15,71273
2016-02-16,79897
2016-02-17,54927
2016-02-18,48940
2016-02-19,84335
2016-02-20,43201
2016-02-21,38463
2016-02-22,57867
2016-02-23,127911
2016-02-24,46501
2016-02-25,62288
2016-02-26,56925
2016-02-27,41566
2016-02-28,38894
2016-02-29,47722
2016-03-01,54202
2016-03-02,45276
2016-03-03,43727
2016-03-04,80536
2016-03-05,38739
2016-03-06,33134
2016-03-07,61573
2016-03-08,44002
2016-03-09,79447
2016-03-10,52554
2016-03-11,57657
2016-03-12,52240
2016-03-13,50257
2016-03-14,108333
2016-03-15,135296
2016-03-16,72335
2016-03-17,95981
2016-03-18,83733
2016-03-19,57361
2016-03-20,38096
2016-03-21,59292
2016-03-22,58854
2016-03-23,84653
2016-03-24,55785
2016-03-25,62836
2016-03-26,65164
2016-03-27,42426
2016-03-28,57956
2016-03-29,66633
2016-03-30,105359
2016-03-31,79663
2016-04-01,75700
2016-04-02,49548
2016-04-03,37607
2016-04-04,59255
2016-04-05,107032
2016-04-06,91646
2016-04-07,131987
2016-04-08,105770
2016-04-09,62106
2016-04-10,45928
2016-04-11,57311
2016-04-12,65649
2016-04-13,68584
2016-04-14,88261
2016-04-15,79152
2016-04-16,66198
2016-04-17,48009
2016-04-18,91588
2016-04-19,116792
2016-04-20,147308
2016-04-21,152990
2016-04-22,82751
2016-04-23,62076
2016-04-24,169783
2016-04-25,164986
2016-04-26,57968
2016-04-27,53758
2016-04-28,176139
2016-04-29,102578
2016-04-30,75002
2016-05-01,63839
2016-05-02,82915
2016-05-03,88410
2016-05-04,91614
2016-05-05,95033
2016-05-06,91944
2016-05-07,86695
2016-05-08,65838
2016-05-09,105318
2016-05-10,167125
2016-05-11,187722
2016-05-12,101626
2016-05-13,132051
2016-05-14,67453
2016-05-15,64367
2016-05-16,78950
2016-05-17,87076
2016-05-18,86809
2016-05-19,89380
2016-05-20,92243
2016-05-21,73943
2016-05-22,62447
2016-05-23,102160
2016-05-24,99343
2016-05-25,112646
2016-05-26,103555
2016-05-27,153700
2016-05-28,119870
2016-05-29,64935
2016-05-30,59487
2016-05-31,102493
2016-06-01,89209
2016-06-02,89861
2016-06-03,132792
2016-06-04,99491
2016-06-05,65472
2016-06-06,91141
2016-06-07,90583
2016-06-08,93349
2016-06-09,91163
2016-06-10,92121
2016-06-11,68692
2016-06-12,61953
2016-06-13,85530
2016-06-14,86753
2016-06-15,92039
2016-06-16,94233
2016-06-17,93219
2016-06-18,82409
2016-06-19,72216
2016-06-20,87516
2016-06-21,90541
2016-06-22,92755
2016-06-23,95360
2016-06-24,103459
2016-06-25,72498
2016-06-26,61143
2016-06-27,78893
2016-06-28,82587
2016-06-29,82260
2016-06-30,84901
2016-07-01,79556
2016-07-02,56401
2016-07-03,51552
2016-07-04,46678
2016-07-05,108462
2016-07-06,98000
2016-07-07,91565
2016-07-08,80076
2016-07-09,54908
2016-07-10,75511
2016-07-11,77723
2016-07-12,81237
2016-07-13,80937
2016-07-14,83446
2016-07-15,83493
2016-07-16,65154
2016-07-17,57320
2016-07-18,77057
2016-07-19,78264
2016-07-20,81339
2016-07-21,99028
2016-07-22,81568
2016-07-23,6753
2016-07-24,22284
2016-07-25,78885
2016-07-26,80268
2016-07-27,132660
2016-07-28,82096
2016-07-29,76696
2016-07-30,53403
2016-07-31,51310
2016-08-01,78929
2016-08-02,83646
2016-08-03,95792
2016-08-04,83903
2016-08-05,86389
2016-08-06,75179
2016-08-07,67893
2016-08-08,79902
2016-08-09,82965
2016-08-10,80712
2016-08-11,85267
2016-08-12,82437
2016-08-13,63649
2016-08-14,58705
2016-08-15,78747
2016-08-16,79830
2016-08-17,82589
2016-08-18,82139
2016-08-19,85417
2016-08-20,84552
2016-08-21,59222
2016-08-22,81092
2016-08-23,97992
2016-08-24,93008
2016-08-25,86688
2016-08-26,90235
2016-08-27,120605
2016-08-28,98860
2016-08-29,97806
2016-08-30,86617
2016-08-31,90752
2016-09-01,68567
2016-09-02,83832
2016-09-03,62921
2016-09-04,64197
2016-09-05,74734
2016-09-06,145520
2016-09-07,119391
2016-09-08,82922
2016-09-09,92087
2016-09-10,76027
2016-09-11,64885
2016-09-12,87562
2016-09-13,86805
2016-09-14,83634
2016-09-15,109712
2016-09-16,83749
2016-09-17,71282
2016-09-18,57585
2016-09-19,79612
2016-09-20,78677
2016-09-21,85670
2016-09-22,81702
2016-09-23,81659
2016-09-24,70968
2016-09-25,60170
2016-09-26,79103
2016-09-27,78247
2016-09-28,81510
2016-09-29,86659
2016-09-30,84969
2016-10-01,68254
2016-10-02,59810
2016-10-03,78844
2016-10-04,83054
2016-10-05,83459
2016-10-06,81872
2016-10-07,84246
2016-10-08,75288
2016-10-09,59740
2016-10-10,74469
2016-10-11,81784
2016-10-12,79022
2016-10-13,84043
2016-10-14,82427
2016-10-15,56228
2016-10-16,56378
2016-10-17,79954
2016-10-18,83107
2016-10-19,74712
2016-10-20,69895
2016-10-21,81187
2016-10-22,61191
2016-10-23,60814
2016-10-24,77637
2016-10-25,79044
2016-10-26,79207
2016-10-27,84421
2016-10-28,85816
2016-10-29,66605
2016-10-30,52869
2016-10-31,77403
2016-11-01,83787
2016-11-02,82068
2016-11-03,93029
2016-11-04,95778
2016-11-05,66800
2016-11-06,53121
2016-11-07,78260
2016-11-08,79389
2016-11-09,88608
2016-11-10,82784
2016-11-11,82612
2016-11-12,63519
2016-11-13,50791
2016-11-14,78636
2016-11-15,107188
2016-11-16,81564
2016-11-17,86824
2016-11-18,204565
2016-11-19,65048
2016-11-20,53556
2016-11-21,78376
2016-11-22,170238
2016-11-23,156818
2016-11-24,93206
2016-11-25,60339
2016-11-26,73574
2016-11-27,110796
2016-11-28,149725
2016-11-29,111928
2016-11-30,190638
2016-12-01,93542
2016-12-02,92591
2016-12-03,76077
2016-12-04,86699
2016-12-05,113072
2016-12-06,86745
2016-12-07,101791
2016-12-08,96615
2016-12-09,108442
2016-12-10,89149
2016-12-11,99053
2016-12-12,135165
2016-12-13,87343
2016-12-14,116050
2016-12-15,87303
2016-12-16,104632
2016-12-17,67869
2016-12-18,44814
2016-12-19,83820
2016-12-20,88534
2016-12-21,85402
2016-12-22,84920
2016-12-23,151497
2016-12-24,85765
2016-12-25,91433
2016-12-26,59322
2016-12-27,75618
2016-12-28,81022
2016-12-29,82366
2016-12-30,81734
2016-12-31,64473
2017-01-01,51063
2017-01-02,99808
2017-01-03,82929
2017-01-04,85131
2017-01-05,89926
2017-01-06,86597
2017-01-07,65994
2017-01-08,55603
2017-01-09,113882
2017-01-10,113940
2017-01-11,91208
2017-01-12,96795
2017-01-13,87355
2017-01-14,66050
2017-01-15,59184
2017-01-16,111604
2017-01-17,149004
2017-01-18,118851
2017-01-19,146960
2017-01-20,191471
2017-01-21,184582
2017-01-22,76447
2017-01-23,152005
2017-01-24,83902
2017-01-25,102384
2017-01-26,90924
2017-01-27,91525
2017-01-28,72645
2017-01-29,58191
2017-01-30,118786
2017-01-31,105133
2017-02-01,86747
2017-02-02,87064
2017-02-03,92496
2017-02-04,72726
2017-02-05,58130
2017-02-06,82586
2017-02-07,129796
2017-02-08,90967
2017-02-09,88847
2017-02-10,85539
2017-02-11,76664
2017-02-12,65121
2017-02-13,57793
2017-02-14,89002
2017-02-15,88218
2017-02-16,91959
2017-02-17,92271
2017-02-18,73680
2017-02-19,62846
2017-02-20,74482
2017-02-21,86364
2017-02-22,138713
2017-02-23,93391
2017-02-24,93963
2017-02-25,72214
2017-02-26,61533
2017-02-27,88063
2017-02-28,136459
2017-03-01,104530
2017-03-02,91641
2017-03-03,99628
2017-03-04,71544
2017-03-05,63844
2017-03-06,118414
2017-03-07,90211
2017-03-08,91566
2017-03-09,95650
2017-03-10,96325
2017-03-11,79052
2017-03-12,78716
2017-03-13,82025
2017-03-14,85843
2017-03-15,84046
2017-03-16,115720
2017-03-17,97433
2017-03-18,74675
2017-03-19,62760
2017-03-20,83702
2017-03-21,85788
2017-03-22,88951
2017-03-23,156813
2017-03-24,150122
2017-03-25,81646
2017-03-26,109375
2017-03-27,119333
2017-03-28,97434
2017-03-29,101397
2017-03-30,100929
2017-03-31,94803
2017-04-01,74989
2017-04-02,80469
2017-04-03,201214
2017-04-04,91438
2017-04-05,89737
2017-04-06,92160
2017-04-07,88187
2017-04-08,69220
2017-04-09,79274
2017-04-10,145712
2017-04-11,93430
2017-04-12,127257
2017-04-13,100184
2017-04-14,158449
2017-04-15,128128
2017-04-16,62346
2017-04-17,88022
2017-04-18,116719
2017-04-19,141551
2017-04-20,155691
2017-04-21,108673
2017-04-22,78104
2017-04-23,62583
2017-04-24,90313
2017-04-25,138165
2017-04-26,193180
2017-04-27,118444
2017-04-28,97100
2017-04-29,76105
2017-04-30,88061
2017-05-01,248731
2017-05-02,101603
2017-05-03,90227
2017-05-04,92877
2017-05-05,94072
2017-05-06,76976
2017-05-07,65525
2017-05-08,99502
2017-05-09,90130
2017-05-10,99942
2017-05-11,93906
2017-05-12,96014
2017-05-13,73821
2017-05-14,67090
2017-05-15,114275
2017-05-16,150968
2017-05-17,198500
2017-05-18,141080
2017-05-19,90502
2017-05-20,143693
2017-05-21,136587
2017-05-22,86053
2017-05-23,96969
2017-05-24,90489
2017-05-25,98445
2017-05-26,86240
2017-05-27,60864
2017-05-28,67799
2017-05-29,59338
2017-05-30,91177
2017-05-31,89218
2017-06-01,90324
2017-06-02,91226
2017-06-03,70613
2017-06-04,72306
2017-06-05,86567
2017-06-06,86732
2017-06-07,95308
2017-06-08,92427
2017-06-09,90519
2017-06-10,70534
2017-06-11,98126
2017-06-12,128267
2017-06-13,88511
2017-06-14,97889
2017-06-15,91063
2017-06-16,88644
2017-06-17,75249
2017-06-18,70936
2017-06-19,84372
2017-06-20,98323
2017-06-21,95486
2017-06-22,149806
2017-06-23,94657
2017-06-24,88811
2017-06-25,75661
2017-06-26,83348
