ds,y
2011-03-16,112946.79812934807
2011-03-17,113545.30136825964
2011-03-18,115754.67892711866
2011-03-19,118622.51155331735
2011-03-20,116325.68820345814
2011-03-21,117284.46650023309
2011-03-22,118176.20376173744
2011-03-23,114483.30646384791
2011-03-24,117324.88036804048
2011-03-25,119193.36400607835
2011-03-26,120519.8852202281
2011-03-27,115944.63759435002
2011-03-28,117757.37488282874
2011-03-29,117326.63596218929
2011-03-30,117765.88838788883
2011-03-31,119109.38291698066
2011-04-01,122177.07210493782
2011-04-02,123620.2214831671
2011-04-03,116723.48694292609
2011-04-04,116820.6340481066
2011-04-05,122818.83281913436
2011-04-06,125169.00309230591
2011-04-07,127696.64660961262
2011-04-08,129395.64899378555
2011-04-09,128697.56017973564
2011-04-10,122989.78347342263
2011-04-11,123193.36030913051
2011-04-12,123046.1691410945
2011-04-13,125088.37594993426
2011-04-14,126085.51835165762
2011-04-15,127707.01701522215
2011-04-16,127881.04755967854
2011-04-17,124744.66676827002
2011-04-18,124309.13421644963
2011-04-19,125479.67273584113
2011-04-20,122471.56957160844
2011-04-21,122790.96386039512
2011-04-22,121980.0162744661
2011-04-23,124262.80186055413
2011-04-24,111955.34240008121
2011-04-25,122249.4288956443
2011-04-26,124479.45667284874
2011-04-27,125085.6486936568
2011-04-28,125471.06970330204
2011-04-29,126038.14892583205
2011-04-30,126723.85897050845
2011-05-01,120868.06446312826
2011-05-02,121036.22167073714
2011-05-03,120603.03427531717
2011-05-04,119506.33747551373
2011-05-05,120918.51424778422
2011-05-06,122719.37227865933
2011-05-07,123476.86569421872
2011-05-08,119997.2693272044
2011-05-09,122810.00501949375
2011-05-10,128470.36404706606
2011-05-11,130054.50705877192
2011-05-12,131749.93694867857
2011-05-13,134702.9621307488
2011-05-14,136837.59203242054
2011-05-15,128336.58356196094
2011-05-16,130441.42528417718
2011-05-17,130770.92938548968
2011-05-18,127832.28278057044
2011-05-19,128004.12322085572
2011-05-20,131501.37407630458
2011-05-21,134174.94826118552
2011-05-22,130028.99396064876
2011-05-23,134044.75204764068
2011-05-24,137612.67716804674
2011-05-25,138220.7815306063
2011-05-26,132749.16561650843
2011-05-27,136249.17357074216
2011-05-28,137337.87571627283
2011-05-29,132209.65833711738
2011-05-30,128712.09314178198
2011-05-31,130151.44219833564
2011-06-01,129625.90366922494
2011-06-02,127620.96920778335
2011-06-03,132713.8582097369
2011-06-04,136875.16963502986
2011-06-05,131728.19393611953
2011-06-06,128107.61102067468
2011-06-07,123312.04979686881
2011-06-08,121732.96638485145
2011-06-09,121836.21300424995
2011-06-10,126786.9623751256
2011-06-11,126773.93960657896
2011-06-12,124458.89807287167
2011-06-13,128529.68819353613
2011-06-14,130031.64038243791
2011-06-15,130050.23891961969
2011-06-16,128724.76984852967
2011-06-17,129230.33815586816
2011-06-18,128476.67406624695
2011-06-19,129030.36852748816
2011-06-20,134001.13640363855
2011-06-21,137275.46729583672
2011-06-22,133017.05259196428
2011-06-23,131191.01638840628
2011-06-24,138441.7522947111
2011-06-25,145945.73835483883
2011-06-26,145754.48485109585
2011-06-27,142167.48704962136
2011-06-28,137083.06580458253
2011-06-29,136040.74031700508
2011-06-30,138713.97561540708
2011-07-01,142030.46791536044
2011-07-02,139289.82240686435
2011-07-03,128265.17976177899
2011-07-04,129733.14188495938
2011-07-05,134799.48367612966
2011-07-06,130910.16302353976
2011-07-07,125385.23786208096
2011-07-08,128069.81239686451
2011-07-09,135388.67580294507
2011-07-10,130512.63437843618
2011-07-11,131578.2629277576
2011-07-12,130085.45599435728
2011-07-13,129502.08802385071
2011-07-14,133884.68786105365
2011-07-15,136149.75436976334
2011-07-16,138605.21471480964
2011-07-17,128920.15062093223
2011-07-18,126714.86754368618
2011-07-19,129422.94011267692
2011-07-20,131987.60626489314
2011-07-21,132822.09007702806
2011-07-22,132668.84661882452
2011-07-23,136920.83206946618
2011-07-24,135409.0819906735
2011-07-25,140116.93998101217
2011-07-26,142322.28673107878
2011-07-27,142351.74905668627
2011-07-28,145472.83031733157
2011-07-29,143569.2444038669
2011-07-30,140781.67698805683
2011-07-31,136994.27048048805
2011-08-01,131195.55187076578
2011-08-02,131834.11245669285
2011-08-03,134942.57055833758
2011-08-04,138117.47009785817
2011-08-05,138608.69005839035
2011-08-06,136179.80549396458
2011-08-07,131061.50467620841
2011-08-08,135839.12391795745
2011-08-09,142298.8562074315
2011-08-10,144459.98352054702
2011-08-11,144715.81736512043
2011-08-12,144164.50763677593
2011-08-13,141354.629274021
2011-08-14,136819.3065574368
2011-08-15,143002.1807421086
2011-08-16,138414.2055823795
2011-08-17,134453.8197597323
2011-08-18,134950.89339751695
2011-08-19,142816.62389735426
2011-08-20,147834.16007752993
2011-08-21,137087.84446892416
2011-08-22,135988.92996086666
2011-08-23,132363.53987251094
2011-08-24,130206.00844752936
2011-08-25,128698.1739173269
2011-08-26,126150.68261617178
2011-08-27,127444.4545849283
2011-08-28,123564.50608351233
2011-08-29,124725.14695802501
2011-08-30,127992.51461420824
2011-08-31,126625.40357167563
2011-09-01,125416.97567643995
2011-09-02,124727.08098896011
2011-09-03,127150.86238415592
2011-09-04,121983.52339304541
2011-09-05,124798.17201761523
2011-09-06,130918.19737151412
2011-09-07,131227.03539044852
2011-09-08,135373.55421255878
2011-09-09,135583.3851546563
2011-09-10,132251.15554457007
2011-09-11,127906.49069797272
2011-09-12,135437.52431370618
2011-09-13,138029.77647458194
2011-09-14,138973.09819386885
2011-09-15,137224.411571232
2011-09-16,135396.65176314206
2011-09-17,132251.71199644313
2011-09-18,122446.15085581616
2011-09-19,123650.91765236121
2011-09-20,128589.63599280982
2011-09-21,125739.44882671903
2011-09-22,125532.99860455607
2011-09-23,123857.89545261866
2011-09-24,126212.10004590244
2011-09-25,126383.9490801163
2011-09-26,129182.29441705142
2011-09-27,128731.16289546255
2011-09-28,128654.21419691759
2011-09-29,130738.4864259532
2011-09-30,133017.8426648204
2011-10-01,138039.8989822256
2011-10-02,133388.98649909967
2011-10-03,132021.0870729029
2011-10-04,133521.3838481899
2011-10-05,134725.08543075316
2011-10-06,131463.46166654959
2011-10-07,128117.6980822907
2011-10-08,126551.87481192475
2011-10-09,122799.47501835185
2011-10-10,127149.76876839336
2011-10-11,129843.27778832878
2011-10-12,127990.31289129022
2011-10-13,129849.01220777183
2011-10-14,130514.20018497226
2011-10-15,131360.76341706817
2011-10-16,125743.47400916925
2011-10-17,127064.13160795538
2011-10-18,125343.78224338073
2011-10-19,120595.58737315668
2011-10-20,119290.57317149022
2011-10-21,117890.84396627171
2011-10-22,121611.27005389647
2011-10-23,117467.57647908822
2011-10-24,116075.2441969778
2011-10-25,115064.4773921926
2011-10-26,116423.91212342051
2011-10-27,115050.41113161197
2011-10-28,114147.42267021186
2011-10-29,115474.25113853994
2011-10-30,112971.44212550763
2011-10-31,115703.06592461042
2011-11-01,116019.39952229323
2011-11-02,115213.95227416686
2011-11-03,112753.66684942473
2011-11-04,111226.19316016241
2011-11-05,111635.38635296939
2011-11-06,107590.29531173292
2011-11-07,106147.70873538822
2011-11-08,108040.05003093353
2011-11-09,110478.5435642263
2011-11-10,111521.29574583436
2011-11-11,115060.26364327752
2011-11-12,116048.14994193435
2011-11-13,113480.44762840691
2011-11-14,110544.72200282682
2011-11-15,110035.9037415489
2011-11-16,108559.57431251615
2011-11-17,107753.3886736653
2011-11-18,109635.89504144387
2011-11-19,113597.30947576975
2011-11-20,108364.33478738538
2011-11-21,107677.24844239188
2011-11-22,107707.19555419381
2011-11-23,108009.11617188972
2011-11-24,108532.74192791886
2011-11-25,110221.86329453533
2011-11-26,110958.18829661455
2011-11-27,106766.23948050373
2011-11-28,105661.41843068287
2011-11-29,106271.73673512314
2011-11-30,107071.85731070068
2011-12-01,108977.73614983627
2011-12-02,108907.53441226164
2011-12-03,108262.2604358783
2011-12-04,107500.71666855017
2011-12-05,108663.7297827766
2011-12-06,109575.5655228327
2011-12-07,107016.91601884009
2011-12-08,109332.32855624564
2011-12-09,109648.16972681542
2011-12-10,112775.54639078425
2011-12-11,109258.17593286843
2011-12-12,110006.36860858266
2011-12-13,112523.95226157202
2011-12-14,112205.70455655873
2011-12-15,110863.93362652451
2011-12-16,113700.62432281072
2011-12-17,112255.15351350018
2011-12-18,108316.88606874069
2011-12-19,108343.20024084851
2011-12-20,111901.62362684128
2011-12-21,114426.9974372456
2011-12-22,113513.56575689527
2011-12-23,115307.87626000396
2011-12-24,100360.67579993267
2011-12-25,61259.68267612391
2011-12-26,104861.25409177975
2011-12-27,111058.91612874191
2011-12-28,110354.8723730455
2011-12-29,110290.09908209043
2011-12-30,110535.16997653367
2011-12-31,102310.80471063136
2012-01-01,127706.65849445079
2012-01-02,189694.1874519852
2012-01-03,189894.50360851223
2012-01-04,190584.86675433666
2012-01-05,191116.97961716857
2012-01-06,191969.06962385925
2012-01-07,191173.60848030788
2012-01-08,186034.90219363445
2012-01-09,184390.3570045653
2012-01-10,187335.91534632034
2012-01-11,187340.18447254118
2012-01-12,186863.89888975196
2012-01-13,189870.83736627855
2012-01-14,190640.50356704916
2012-01-15,186141.47652330375
2012-01-16,186294.96218677796
2012-01-17,187311.99497507943
2012-01-18,186124.1125066562
2012-01-19,186685.10576746814
2012-01-20,190710.7673890955
2012-01-21,190096.70019156198
2012-01-22,185449.20363354773
2012-01-23,185650.21144769326
2012-01-24,186157.31709766857
2012-01-25,186198.32293933662
2012-01-26,186882.33143764434
2012-01-27,186295.36991409992
2012-01-28,187574.85600956634
2012-01-29,181310.3096908382
2012-01-30,185665.696483835
2012-01-31,184683.4066110647
2012-02-01,186439.76175052676
2012-02-02,184465.3854914844
2012-02-03,184524.03483731172
2012-02-04,182318.50484076273
2012-02-05,178833.50252630375
2012-02-06,184605.90330801115
2012-02-07,186429.24940854937
2012-02-08,183862.04504678192
2012-02-09,183402.43610548126
2012-02-10,186313.42074273186
2012-02-11,187283.77679898436
2012-02-12,179347.5980650879
2012-02-13,181510.48698066702
2012-02-14,184609.1681521329
2012-02-15,182843.71560541904
2012-02-16,182226.03840753177
2012-02-17,185194.1787269972
2012-02-18,184155.28943253797
2012-02-19,177951.5996892713
2012-02-20,181099.40849902466
2012-02-21,181209.42314082602
2012-02-22,183789.0274988693
2012-02-23,183432.33195546202
2012-02-24,186058.06006971942
2012-02-25,186756.44186037636
2012-02-26,182297.92764319942
2012-02-27,184285.1376046719
2012-02-28,184623.64577418563
2012-02-29,183921.8149778604
2012-03-01,184206.88220292752
2012-03-02,186243.59139373482
2012-03-03,189382.7796638641
2012-03-04,186185.56877327777
2012-03-05,183924.22377102656
2012-03-06,185290.53291676627
2012-03-07,185814.29574015434
2012-03-08,188304.65173877994
2012-03-09,187625.2774908908
2012-03-10,189016.3265944789
2012-03-11,185075.73763621153
2012-03-12,186958.5599776473
2012-03-13,189674.22273064146
2012-03-14,187169.27362457223
2012-03-15,186185.26368143188
2012-03-16,187973.48408311338
2012-03-17,187055.56287744435
2012-03-18,178486.40950123247
2012-03-19,177491.2672461956
2012-03-20,180020.7407602861
2012-03-21,179334.3007781858
2012-03-22,180585.6583084427
2012-03-23,187138.60113052998
2012-03-24,190356.96051400664
2012-03-25,183472.76884717692
2012-03-26,189249.7995568175
2012-03-27,191125.07810713197
2012-03-28,191173.7589422957
2012-03-29,190908.08943808536
2012-03-30,192018.09509284596
2012-03-31,192347.92538411226
2012-04-01,187696.4121383196
2012-04-02,186810.76011933736
2012-04-03,186511.72354101218
2012-04-04,184560.36323464694
2012-04-05,183632.22482616117
2012-04-06,184700.01263352632
2012-04-07,185587.5593851436
2012-04-08,172418.27173260375
2012-04-09,185674.45694046843
2012-04-10,186844.81040780773
2012-04-11,183852.33573222064
2012-04-12,181207.9467877878
2012-04-13,184857.77842887168
2012-04-14,183670.0809779484
2012-04-15,175136.74102757042
2012-04-16,177464.20430958492
2012-04-17,183060.88159291437
2012-04-18,180345.64263446062
2012-04-19,182419.30215580843
2012-04-20,185869.37639506254
2012-04-21,189351.123138362
2012-04-22,183146.4133092429
2012-04-23,184177.15778836526
2012-04-24,185073.01362273993
2012-04-25,184824.5864567948
2012-04-26,184287.69902787558
2012-04-27,184636.49899833012
2012-04-28,180960.27375320435
2012-04-29,173512.0030430825
2012-04-30,181361.03446260453
2012-05-01,181564.64081351366
2012-05-02,184405.13955534925
2012-05-03,188061.5072611207
2012-05-04,188212.98103940967
2012-05-05,190369.6988791041
2012-05-06,185234.48548990118
2012-05-07,189753.69382316156
2012-05-08,200292.05010182134
2012-05-09,217499.28308520417
2012-05-10,225718.67544091048
2012-05-11,229453.2432907516
2012-05-12,242439.82976500122
2012-05-13,239568.80370089787
2012-05-14,245967.91490161556
2012-05-15,251220.57482521256
2012-05-16,249705.0073088874
2012-05-17,232363.65481507857
2012-05-18,215897.55245244238
2012-05-19,202874.2153117303
2012-05-20,194016.29799498172
2012-05-21,196581.71419073886
2012-05-22,208732.66744778483
2012-05-23,223179.51690882494
2012-05-24,226642.05594303916
2012-05-25,217327.0934643408
2012-05-26,209657.48279218844
2012-05-27,209048.99993773384
2012-05-28,218793.0045716565
2012-05-29,223731.83174833655
2012-05-30,236073.32781994622
2012-05-31,247150.77305706916
2012-06-01,245945.9784974633
2012-06-02,231202.5557211903
2012-06-03,228238.67933441742
2012-06-04,239169.72432474644
2012-06-05,244552.5667788951
2012-06-06,244736.64279593166
2012-06-07,234096.9510198411
2012-06-08,221495.24256214418
2012-06-09,225051.89778861369
2012-06-10,231330.84411726307
2012-06-11,219607.93451403166
2012-06-12,217547.1932094265
2012-06-13,222700.15212472223
2012-06-14,228549.2617473177
2012-06-15,235086.74630707945
2012-06-16,241426.3355421241
2012-06-17,238864.7230731993
2012-06-18,229551.0014927837
2012-06-19,221007.99856753738
2012-06-20,216243.96371909793
2012-06-21,225926.88181827334
2012-06-22,230917.76799416196
2012-06-23,238615.26657729215
2012-06-24,248291.09279982187
2012-06-25,266057.81455355993
2012-06-26,288063.89701750985
2012-06-27,277085.8817029787
2012-06-28,266478.3458885415
2012-06-29,248719.1453566165
2012-06-30,240333.6019984926
2012-07-01,234629.6136432482
2012-07-02,252387.8150791741
2012-07-03,261038.20274590768
2012-07-04,256247.8812846118
2012-07-05,239492.83327444902
2012-07-06,247687.3115741761
2012-07-07,249998.7979535997
2012-07-08,241160.24925620292
2012-07-09,241526.5999198724
2012-07-10,241518.74408236108
2012-07-11,242793.97516247755
2012-07-12,254599.33979380675
2012-07-13,258605.43619270588
2012-07-14,250958.38410374173
2012-07-15,250726.94533475593
2012-07-16,279925.0891447591
2012-07-17,293162.24235931324
2012-07-18,292715.84943642264
2012-07-19,286639.4540571825
2012-07-20,275928.1378999845
2012-07-21,285039.7726923377
2012-07-22,279884.2539103348
2012-07-23,273886.0730835
2012-07-24,270111.8791969691
2012-07-25,266622.02809916163
2012-07-26,262229.16993150144
2012-07-27,259806.22073833653
2012-07-28,256795.97832023623
2012-07-29,257119.09347438967
2012-07-30,262824.5895152761
2012-07-31,264147.9289633836
2012-08-01,263500.21732486616
2012-08-02,271403.8642419329
2012-08-03,268082.658344513
2012-08-04,262588.22890097747
2012-08-05,244034.24537412784
2012-08-06,249806.62957433844
2012-08-07,269660.7360905485
2012-08-08,280330.8689528522
2012-08-09,288692.08532921266
2012-08-10,299390.4350250909
2012-08-11,282835.23423148243
2012-08-12,258508.88058265462
2012-08-13,265613.1571487706
2012-08-14,267732.1433992111
2012-08-15,262305.09019373014
2012-08-16,260868.84798096097
2012-08-17,271529.05567088566
2012-08-18,269684.30420804775
2012-08-19,271803.67088896566
2012-08-20,291110.33800339076
2012-08-21,300951.6223518581
2012-08-22,276365.561920038
2012-08-23,271103.22862329864
2012-08-24,265475.3963227906
2012-08-25,267904.4740401998
2012-08-26,249970.78561657784
2012-08-27,253335.29743240654
2012-08-28,269185.69073227956
2012-08-29,251628.21990286544
2012-08-30,255276.38979654992
2012-08-31,266070.93509364023
2012-09-01,263782.9359719593
2012-09-02,258351.10404187173
2012-09-03,258443.68374068209
2012-09-04,262607.20525389543
2012-09-05,266921.56441348646
2012-09-06,275240.6981429168
2012-09-07,274801.05652646517
2012-09-08,264234.17008909927
2012-09-09,254817.3881376104
2012-09-10,253407.00895063535
2012-09-11,264565.40300429234
2012-09-12,276965.841016062
2012-09-13,268972.5041620833
2012-09-14,263842.7322158651
2012-09-15,269273.82454305375
2012-09-16,250244.09774844584
2012-09-17,248080.850614542
2012-09-18,257908.55542181295
2012-09-19,259424.5619237599
2012-09-20,252013.18823124867
2012-09-21,249837.68566745732
2012-09-22,252779.1866420093
2012-09-23,241694.29468951558
2012-09-24,224374.53955111338
2012-09-25,221599.24038393554
2012-09-26,208625.40949921976
2012-09-27,204869.25941408554
2012-09-28,208491.7593610104
2012-09-29,224220.36619604417
2012-09-30,218119.36005253068
2012-10-01,212468.9561045552
2012-10-02,214822.2271713422
2012-10-03,214554.49056972426
2012-10-04,218880.77482892363
2012-10-05,225199.63470132765
2012-10-06,221933.16764305488
2012-10-07,223797.56345187002
2012-10-08,227514.7525210115
2012-10-09,233791.20392842873
2012-10-10,230099.29603238395
2012-10-11,222179.71625963293
2012-10-12,212299.80350266607
2012-10-13,207325.10271474338
2012-10-14,207081.79913642877
2012-10-15,196003.4920778874
2012-10-16,200513.07560218408
2012-10-17,199963.48121460396
2012-10-18,189042.01786576968
2012-10-19,190062.5433516909
2012-10-20,190721.0127555662
2012-10-21,191375.95603152257
2012-10-22,204322.3396680973
2012-10-23,205493.96675634733
2012-10-24,199782.5915890853
2012-10-25,197024.71500266998
2012-10-26,201945.92451676136
2012-10-27,196777.9925429135
2012-10-28,188220.7934944256
2012-10-29,188130.60468928216
2012-10-30,190290.86700037285
2012-10-31,187504.88014352368
2012-11-01,186185.9256050151
2012-11-02,191746.1022739025
2012-11-03,206069.7270859003
2012-11-04,184869.63716910352
2012-11-05,184811.04976140198
2012-11-06,183401.95000904353
2012-11-07,186442.53178862366
2012-11-08,186921.51374749248
2012-11-09,186437.89338646122
2012-11-10,186915.41101268772
2012-11-11,175919.75503611585
2012-11-12,176517.77284462834
2012-11-13,178462.58194876855
2012-11-14,181573.81566635842
2012-11-15,187310.7588508299
2012-11-16,184350.42436468054
2012-11-17,189495.7426262427
2012-11-18,179828.42359560938
2012-11-19,181119.83833678172
2012-11-20,185087.924077588
2012-11-21,181227.72416092304
2012-11-22,180085.42089749
2012-11-23,185651.32281889688
2012-11-24,193274.29291044953
2012-11-25,189205.6227284594
2012-11-26,179558.4873705333
2012-11-27,178355.28776259543
2012-11-28,178723.01901665647
2012-11-29,178147.859269409
2012-11-30,180815.50352639492
2012-12-01,180726.66610971323
2012-12-02,175456.16018804317
2012-12-03,179089.88434631887
2012-12-04,182185.41874779723
2012-12-05,181999.76920264098
2012-12-06,184534.88529516058
2012-12-07,187338.1068625571
2012-12-08,186462.54559142803
2012-12-09,180589.74965587026
2012-12-10,179888.3206299688
2012-12-11,181862.2753866597
2012-12-12,184296.91260687984
2012-12-13,186188.52852291564
2012-12-14,192002.1613789219
2012-12-15,192018.44723336378
2012-12-16,189054.07319860315
2012-12-17,190110.88531824877
2012-12-18,194382.40572007073
2012-12-19,192686.9457794767
2012-12-20,194093.85489766786
2012-12-21,199815.24551595966
2012-12-22,198876.53506450533
2012-12-23,192995.40214366742
2012-12-24,177868.89596802808
2012-12-25,124654.16215679488
2012-12-26,179881.8149281662
2012-12-27,185068.11450187748
2012-12-28,185944.1407817387
2012-12-29,187589.29783675485
2012-12-30,185171.77226864407
2012-12-31,172723.78282709044
2013-01-01,128287.36737528892
2013-01-02,190851.7089321669
2013-01-03,194874.310909402
2013-01-04,196235.9810662947
2013-01-05,191007.6282514717
2013-01-06,185965.0443829517
2013-01-07,192181.90760376697
2013-01-08,199116.90586770454
2013-01-09,197559.68812062216
2013-01-10,201138.2941049486
2013-01-11,200232.0599662958
2013-01-12,193166.79820431245
2013-01-13,185327.2641884608
2013-01-14,190780.7384569296
2013-01-15,193998.75775983266
2013-01-16,193841.33076809742
2013-01-17,199605.03660829595
2013-01-18,202526.2840030094
2013-01-19,189433.10949927816
2013-01-20,183177.46065329647
2013-01-21,189196.1719406794
2013-01-22,190960.58026407813
2013-01-23,192003.88464663096
2013-01-24,194204.58535795813
2013-01-25,198220.9160121564
2013-01-26,194209.424769953
2013-01-27,190930.2806215995
2013-01-28,191003.5448430693
2013-01-29,192968.31316070512
2013-01-30,194268.6190066648
2013-01-31,192049.33888411988
2013-02-01,195256.19533155867
2013-02-02,188183.92053474378
2013-02-03,174720.72562173128
2013-02-04,180702.38238698966
2013-02-05,185582.56128922582
2013-02-06,185891.22935121492
2013-02-07,185516.6257236153
2013-02-08,185111.2516605598
2013-02-09,183022.23132239236
2013-02-10,177530.44562945445
2013-02-11,182766.16627863838
2013-02-12,179676.42467031523
2013-02-13,184392.45405275482
2013-02-14,183653.04540566076
2013-02-15,185755.27445713498
2013-02-16,183318.38906013628
2013-02-17,179501.8336962295
2013-02-18,183849.548497924
2013-02-19,185299.49320037616
2013-02-20,188705.6016049626
2013-02-21,191633.91733119916
2013-02-22,191746.3394353893
2013-02-23,185344.12772236418
2013-02-24,171202.08737514282
2013-02-25,182220.42472053855
2013-02-26,187485.55911481252
2013-02-27,188771.93984759063
2013-02-28,187719.22108305056
2013-03-01,190445.2676413398
2013-03-02,189221.91336776374
2013-03-03,182263.75306548504
2013-03-04,185013.82961978484
2013-03-05,191423.53985787273
2013-03-06,191656.5048327871
2013-03-07,193200.3158804494
2013-03-08,192699.32951154766
2013-03-09,187948.80282381622
2013-03-10,181395.71088277464
2013-03-11,185048.8584298757
2013-03-12,190735.49592084961
2013-03-13,185200.3164407852
2013-03-14,185216.55484363483
2013-03-15,185163.69674004475
2013-03-16,186005.9080030422
2013-03-17,175717.3582082416
2013-03-18,176094.84617405906
2013-03-19,185426.65529686783
2013-03-20,185352.6479866782
2013-03-21,186836.58384716968
2013-03-22,189521.80261522197
2013-03-23,185537.51434853804
2013-03-24,180612.0267673301
2013-03-25,188055.2023270528
2013-03-26,195917.81365050343
2013-03-27,195188.51402710858
2013-03-28,198155.9226065761
2013-03-29,199442.56496556007
2013-03-30,196096.04508747332
2013-03-31,169653.20729901912
2013-04-01,182224.11074558063
2013-04-02,192206.36521901053
2013-04-03,189011.3393918523
2013-04-04,189043.3801534055
2013-04-05,189825.46640446436
2013-04-06,184991.8692534773
2013-04-07,176517.87049083927
2013-04-08,184248.34060133554
2013-04-09,189816.02443467252
2013-04-10,193176.35664408628
2013-04-11,194773.44160451784
2013-04-12,194170.86976166218
2013-04-13,192756.48093927896
2013-04-14,193552.5912359365
2013-04-15,198728.6025457241
2013-04-16,201325.168777085
2013-04-17,202211.49277132342
2013-04-18,204941.36074254217
2013-04-19,205808.11018906336
2013-04-20,202742.54635866595
2013-04-21,196059.17024947228
2013-04-22,197417.79205684655
2013-04-23,202926.89797144328
2013-04-24,206590.82125524615
2013-04-25,209603.05101064724
2013-04-26,209129.19158761782
2013-04-27,194409.62315568604
2013-04-28,182362.52761519692
2013-04-29,185579.02936913012
2013-04-30,191372.09161122193
2013-05-01,182327.63084999946
2013-05-02,198319.19433486965
2013-05-03,206829.95866550016
2013-05-04,208522.3085930049
2013-05-05,207668.46895922688
2013-05-06,219596.5053630645
2013-05-07,220777.83969321524
2013-05-08,220851.74333659842
2013-05-09,225282.75859788712
2013-05-10,221519.43169895897
2013-05-11,217872.18591956844
2013-05-12,203831.71307613014
2013-05-13,221140.27931293353
2013-05-14,223549.45166795645
2013-05-15,204077.2090625868
2013-05-16,201342.00034138584
2013-05-17,202488.7512767316
2013-05-18,199007.93485852287
2013-05-19,191852.67265924753
2013-05-20,195812.1256572048
2013-05-21,206486.92295931492
2013-05-22,213355.22466865124
2013-05-23,213704.8043014042
2013-05-24,215642.13914487592
2013-05-25,213527.82368632508
2013-05-26,203884.78631124148
2013-05-27,202107.96779620077
2013-05-28,204091.79121102416
2013-05-29,202941.5649508201
2013-05-30,205027.52612336117
2013-05-31,218536.6162229762
2013-06-01,226152.77809811282
2013-06-02,224982.8808410062
2013-06-03,233232.41975994318
2013-06-04,229276.00452180358
2013-06-05,232204.28466630937
2013-06-06,211049.34998727895
2013-06-07,214179.2698019453
2013-06-08,211852.64691293935
2013-06-09,204606.93138941322
2013-06-10,209139.38859041352
2013-06-11,217533.22959722506
2013-06-12,231143.77375251555
2013-06-13,242045.85094779823
2013-06-14,243233.21985765477
2013-06-15,239751.10707553045
2013-06-16,226549.85707326556
2013-06-17,216903.98694281082
2013-06-18,216075.41242045068
2013-06-19,220731.37066415118
2013-06-20,226744.9317864521
2013-06-21,229616.8727862387
2013-06-22,240867.51108581177
2013-06-23,243918.23427838366
2013-06-24,244842.16924303534
2013-06-25,267578.5274615209
2013-06-26,272454.2610930411
2013-06-27,270205.41448104364
2013-06-28,280158.0055855407
2013-06-29,289756.7168665139
2013-06-30,286475.4008090902
2013-07-01,274473.2699132433
2013-07-02,266644.0372586653
2013-07-03,285347.7371887687
2013-07-04,307893.77486768976
2013-07-05,314227.5915810077
2013-07-06,314256.19692217454
2013-07-07,309361.09997340787
2013-07-08,311526.53171328217
2013-07-09,314158.6008635798
2013-07-10,307863.02659031557
2013-07-11,295322.93692070566
2013-07-12,286320.59636390954
2013-07-13,276826.1110593376
2013-07-14,269098.0876440657
2013-07-15,277918.892854105
2013-07-16,285461.58468747576
2013-07-17,284366.8692198118
2013-07-18,281074.5684571466
2013-07-19,280341.4540366858
2013-07-20,271817.63597890484
2013-07-21,260780.08036512978
